,household_id,person_id,survey_year,seattle_home,sample_county,hhsize,vehicle_count,hhincome_broad,hhincome_detailed,rent_own,numchildren,age,gender,employment,student,education,license,race_category,hh_race_category,commute_freq,prev_res_factors_housing_cost,prev_res_factors_income_change,prev_res_factors_community_chan,prev_res_factors_hh_size,prev_res_factors_more_space,prev_res_factors_less_space,prev_res_factors_employment,prev_res_factors_school,prev_res_factors_crime,prev_res_factors_quality,prev_res_factors_forced,prev_res_factors_no_answer,prev_res_factors_other,prev_res_factors_specify,res_factors_30min,res_factors_afford,res_factors_closefam,res_factors_hhchange,res_factors_hwy,res_factors_school,res_factors_space,res_factors_transit,res_factors_walk,home_fd,med_trav_time,pref_modes,diversity_food_cat,pct_fast_food,med_price,med_rating,rest_empl_pop,med_rest_inc,dist_from_home,rest:non_rest,nonrest_purp,meal
2011,191002744,19100274402,2019,Home not in Seattle,King,2 people,1 vehicle,"$100,000 or more","$200,000-$249,999",Rent,0,18-24 years,Female,"Employed full time (35+ hours/week, paid)","No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",Asian,Asian,5 days a week,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,,Somewhat important,Somewhat important,Somewhat important,,Somewhat important,Somewhat unimportant,Somewhat unimportant,Somewhat important,Very important,False,10.5,HOV,4.0,0.16666666666666666,1.0,3.3,34729.0,104071.0,9.926673709955331,0.34285714285714286,Work,Lunch
2012,191002896,19100289601,2019,Home in Seattle,King,1 person,1 vehicle,"$75,000-$99,999","$75,000-$99,999",Own/paying mortgage,0,45-54 years,Female,"Employed full time (35+ hours/week, paid)","No, not a student",Associates degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,5 days a week,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,,Very important,Very important,Neither or N/A,,Neither or N/A,Very unimportant,Neither or N/A,Somewhat important,Very important,False,17.5,Walk,2.0,0.0,1.5,2.75,4017.0,110956.0,3.993018541805597,1.0,Social/Recreation,Other
2013,191002944,19100294401,2019,Home in Seattle,King,1 person,1 vehicle,"$50,000-$74,999","$50,000-$74,999",Rent,0,25-34 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,5 days a week,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,,Neither or N/A,Very important,Somewhat important,,Somewhat important,Very unimportant,Somewhat unimportant,Somewhat unimportant,Somewhat unimportant,False,10.5,SOV,3.0,0.0,1.5,2.95,23708.5,68712.0,6.897231726423963,0.13793103448275862,Home,Dinner
2014,191004973,19100497302,2019,Home in Seattle,King,2 people,0 (no vehicles),"$75,000-$99,999","$75,000-$99,999",Own/paying mortgage,0,35-44 years,Male,"Employed part time (fewer than 35 hours/week, paid)","No, not a student",High school graduate,"No, does not have a license or permit",Hispanic,Hispanic,Missing: Skip Logic,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,,Very important,Very important,Very unimportant,,Very unimportant,Somewhat unimportant,Neither or N/A,Very important,Very important,False,7.0,Walk,3.0,0.0,1.5,4.4,2513.0,97196.0,2.7759307581340837,0.5714285714285714,Home,Dinner
2015,191005103,19100510301,2019,Home in Seattle,King,2 people,1 vehicle,"$100,000 or more","$100,000-$149,999",Own/paying mortgage,0,45-54 years,Female,"Employed full time (35+ hours/week, paid)","No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,4 days a week,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,,Somewhat important,Somewhat important,Somewhat important,,Somewhat unimportant,Very unimportant,Very unimportant,Very important,Very important,False,7.0,Walk,7.0,0.1111111111111111,2.0,3.9,7778.0,127607.0,1.128191658270002,0.45,Errand/Other,Other
2016,191005103,19100510302,2019,Home in Seattle,King,2 people,1 vehicle,"$100,000 or more","$100,000-$149,999",Own/paying mortgage,0,45-54 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,4 days a week,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,,Somewhat important,Somewhat important,Somewhat important,,Somewhat unimportant,Very unimportant,Very unimportant,Very important,Very important,False,2.0,Walk,4.0,0.0,2.0,3.5,7778.0,69409.0,0.2302852058617525,0.2727272727272727,Errand/Other,Other
2017,191005127,19100512701,2019,Home not in Seattle,Pierce,3 people,4 vehicles,"$75,000-$99,999","$75,000-$99,999",Own/paying mortgage,0,55-64 years,Male,Retired,"No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,,Very important,Very important,Somewhat important,,Somewhat important,Very important,Very important,Very unimportant,Somewhat unimportant,False,25.5,HOV,6.0,0.0,2.0,3.3,3812.5,68732.0,7.151962161121984,0.16216216216216217,Home,Dinner
2018,191005127,19100512702,2019,Home not in Seattle,Pierce,3 people,4 vehicles,"$75,000-$99,999","$75,000-$99,999",Own/paying mortgage,0,55-64 years,Female,Retired,"No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,,Very important,Very important,Somewhat important,,Somewhat important,Very important,Very important,Very unimportant,Somewhat unimportant,False,25.5,SOV,5.0,0.16666666666666666,2.0,3.6500000000000004,3812.5,68732.0,14.597102411524066,0.3157894736842105,Home,Dinner
2019,191005127,19100512703,2019,Home not in Seattle,Pierce,3 people,4 vehicles,"$75,000-$99,999","$75,000-$99,999",Own/paying mortgage,0,25-34 years,Female,Not currently employed,Full-time student,Associates degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,,Very important,Very important,Somewhat important,,Somewhat important,Very important,Very important,Very unimportant,Somewhat unimportant,False,15.0,SOV,6.0,0.0,1.5,3.15,1884.5,72644.5,5.714398121346806,0.7407407407407407,Errand/Other,Breakfast
2020,191005129,19100512901,2019,Home not in Seattle,Kitsap,2 people,1 vehicle,"$100,000 or more","$200,000-$249,999",Own/paying mortgage,0,65-74 years,Male,Retired,"No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,Missing: Skip Logic,Not Selected,Selected,Selected,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,,Very unimportant,Very important,Somewhat unimportant,,Very unimportant,Very unimportant,Very unimportant,Very important,Very important,False,8.0,HOV,1.0,0.0,3.0,3.35,674.0,131979.0,1.9720107860721487,0.058823529411764705,Home,Other
2021,191005129,19100512902,2019,Home not in Seattle,Kitsap,2 people,1 vehicle,"$100,000 or more","$200,000-$249,999",Own/paying mortgage,0,55-64 years,Female,Retired,"No, not a student",Associates degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,Missing: Skip Logic,Not Selected,Selected,Selected,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,,Very unimportant,Very important,Somewhat unimportant,,Very unimportant,Very unimportant,Very unimportant,Very important,Very important,False,10.0,SOV,2.0,0.0,2.5,3.8,674.0,131979.0,1.9717387222730791,0.037037037037037035,Home,Other
2022,191005361,19100536101,2019,Home in Seattle,King,2 people,1 vehicle,"$100,000 or more","$100,000-$149,999",Own/paying mortgage,0,25-34 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",Asian,Asian,5 days a week,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,,Very important,Very important,Somewhat important,,Neither or N/A,Somewhat unimportant,Somewhat unimportant,Very important,Somewhat important,False,12.0,SOV,4.0,0.16666666666666666,1.5,3.8499999999999996,2538.0,89500.0,1.8636777164534382,0.13333333333333333,Home,Dinner
2023,191005361,19100536102,2019,Home in Seattle,King,2 people,1 vehicle,"$100,000 or more","$100,000-$149,999",Own/paying mortgage,0,25-34 years,Female,"Employed full time (35+ hours/week, paid)","No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",Asian,Asian,3 days a week,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,,Very important,Very important,Somewhat important,,Neither or N/A,Somewhat unimportant,Somewhat unimportant,Very important,Somewhat important,False,10.5,Walk,5.0,0.0,2.0,3.6,22110.0,86196.0,2.092755864668287,0.32,Home,Dinner
2024,191005375,19100537501,2019,Home in Seattle,King,1 person,1 vehicle,"$100,000 or more","$100,000-$149,999",Own/paying mortgage,0,35-44 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,5 days a week,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,,Very important,Very important,Somewhat important,,Somewhat important,Somewhat unimportant,Somewhat important,Somewhat important,Very important,False,17.5,HOV,2.0,0.0,2.0,3.3000000000000003,3108.5,40938.0,0.9325288901273586,0.25,Home,Dinner
2025,191005465,19100546501,2019,Home not in Seattle,Pierce,2 people,2 vehicles,Prefer not to answer,Prefer not to answer,Own/paying mortgage,0,65-74 years,Female,Self-employed,"No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,,Neither or N/A,Very important,Very important,,Somewhat important,Very important,Very important,Neither or N/A,Very important,False,5.0,HOV,3.0,0.0,2.0,3.6,4076.5,62591.0,0.8724899125509553,1.0,Home,Dinner
2026,191005465,19100546502,2019,Home not in Seattle,Pierce,2 people,2 vehicles,Prefer not to answer,Prefer not to answer,Own/paying mortgage,0,65-74 years,Male,Retired,"No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,,Neither or N/A,Very important,Very important,,Somewhat important,Very important,Very important,Neither or N/A,Very important,False,5.0,HOV,3.0,0.0,2.0,3.6,4076.5,62591.0,0.8728965869385047,0.4,Home,Dinner
2027,191005626,19100562602,2019,Home in Seattle,King,3 people,1 vehicle,"$100,000 or more","$150,000-$199,999",Own/paying mortgage,1,25-34 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,4 days a week,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,,Very important,Very important,Somewhat important,,Somewhat important,Somewhat unimportant,Neither or N/A,Somewhat important,Very important,False,10.0,Walk,2.0,0.0,1.5,3.15,62565.0,82892.0,1.2199185140022546,1.0,Work,Lunch
2028,191007870,19100787001,2019,Home in Seattle,King,2 people,0 (no vehicles),"$100,000 or more","$200,000-$249,999",Own/paying mortgage,0,25-34 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,5 days a week,Not Selected,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,,Somewhat important,Very important,Neither or N/A,,Somewhat unimportant,Neither or N/A,Neither or N/A,Very important,Somewhat important,False,25.0,Transit,2.0,0.5,1.5,2.95,3381.0,97196.0,0.4757152971866814,0.6666666666666666,Work,Dinner
2029,191007870,19100787002,2019,Home in Seattle,King,2 people,0 (no vehicles),"$100,000 or more","$200,000-$249,999",Own/paying mortgage,0,25-34 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Graduate/post-graduate degree,"No, does not have a license or permit",White Only,White Only,5 days a week,Not Selected,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,,Somewhat important,Very important,Neither or N/A,,Somewhat unimportant,Neither or N/A,Neither or N/A,Very important,Somewhat important,False,37.5,Transit,2.0,0.0,1.5,3.3,839.0,109058.0,0.5670542924721577,0.6666666666666666,Work,Dinner
2030,191007901,19100790101,2019,Home in Seattle,King,1 person,1 vehicle,"$100,000 or more","$150,000-$199,999",Rent,0,25-34 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",Asian,Asian,5 days a week,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,,Very important,Very important,Neither or N/A,,Somewhat unimportant,Very important,Somewhat important,Very unimportant,Very important,False,15.0,Walk,2.0,0.0,1.0,4.15,21498.0,92656.0,0.47755281607463496,1.0,Work,Lunch
2031,191007908,19100790801,2019,Home not in Seattle,King,1 person,1 vehicle,"$100,000 or more","$100,000-$149,999",Own/paying mortgage,0,25-34 years,Female,"Employed full time (35+ hours/week, paid)","No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",Other,Other,5 days a week,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,,Very unimportant,Somewhat unimportant,Somewhat unimportant,,Very unimportant,Very unimportant,Somewhat unimportant,Somewhat unimportant,Somewhat unimportant,False,9.0,SOV,4.0,0.2,1.0,3.65,1592.0,110956.0,4.436574108082813,0.3125,Shop,Dinner
2032,191008034,19100803401,2019,Home in Seattle,King,2 people,2 vehicles,"$100,000 or more","$250,000 or more",Own/paying mortgage,0,45-54 years,Female,"Employed full time (35+ hours/week, paid)","No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,4 days a week,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,,Somewhat important,Somewhat important,Neither or N/A,,Somewhat important,Very important,Neither or N/A,Somewhat important,Somewhat important,False,16.0,HOV,3.0,0.0,2.0,3.8,1416.5,107736.0,2.288163870959439,0.08771929824561403,Home,Dinner
2033,191008034,19100803402,2019,Home in Seattle,King,2 people,2 vehicles,"$100,000 or more","$250,000 or more",Own/paying mortgage,0,45-54 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,1 day a week,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,,Somewhat important,Somewhat important,Neither or N/A,,Somewhat important,Very important,Neither or N/A,Somewhat important,Somewhat important,False,10.0,HOV,3.0,0.0,2.0,4.0,882.5,107736.0,2.1800951790806735,0.05,Home,Dinner
